date,precipitation,o18,h2,d_excess
2010-09-30,204.41,-999.0,-999.0,-999.0
2010-10-31,407.92,-999.0,-999.0,-999.0
2010-11-30,207.38,-999.0,-999.0,-999.0
2010-12-31,232.95,-999.0,-999.0,-999.0
2011-01-31,285.82,-999.0,-999.0,-999.0
2011-02-28,183.14,-999.0,-999.0,-999.0
2011-03-31,231.35,-999.0,-999.0,-999.0
2011-04-30,275.28,-999.0,-999.0,-999.0
2011-05-31,226.79,-999.0,-999.0,-999.0
2011-06-30,189.9,-999.0,-999.0,-999.0
2011-07-31,145.89,-999.0,-999.0,-999.0
2011-08-31,84.22,-999.0,-999.0,-999.0
2011-09-30,315.15,-999.0,-999.0,-999.0
2011-10-31,182.91,-999.0,-999.0,-999.0
2011-11-30,223.21,-999.0,-999.0,-999.0
2011-12-31,288.57,-999.0,-999.0,-999.0
2012-01-31,308.75,-999.0,-999.0,-999.0
2012-02-29,268.73,-999.0,-999.0,-999.0
2012-03-31,252.61,-999.0,-999.0,-999.0
2012-04-30,273.06,-999.0,-999.0,-999.0
2012-05-31,357.84,-999.0,-999.0,-999.0
2012-06-30,209.92,-999.0,-999.0,-999.0
2012-07-31,336.64,-999.0,-999.0,-999.0
2012-08-31,158.23,-999.0,-999.0,-999.0
2012-09-30,65.38,-999.0,-999.0,-999.0
2012-10-31,198.23,-999.0,-999.0,-999.0
2012-11-30,191.4,-999.0,-999.0,-999.0
2012-12-31,199.8,-999.0,-999.0,-999.0
2013-01-31,245.92,-999.0,-999.0,-999.0
2013-02-28,405.67,-999.0,-999.0,-999.0
2013-03-31,85.87,-999.0,-999.0,-999.0
2013-04-30,228.28,-999.0,-999.0,-999.0
2013-05-31,268.46,-999.0,-999.0,-999.0
2013-06-30,197.8,-999.0,-999.0,-999.0
2013-07-31,212.45,-999.0,-999.0,-999.0
2013-08-31,288.39,-999.0,-999.0,-999.0
2013-09-30,200.14,-999.0,-999.0,-999.0
2013-10-31,163.61,-999.0,-999.0,-999.0
2013-11-30,307.06,-999.0,-999.0,-999.0
2013-12-31,278.38,-999.0,-999.0,-999.0
2014-01-31,196.45,-999.0,-999.0,-999.0
2014-02-28,104.27,-999.0,-999.0,-999.0
2014-03-31,222.07,-999.0,-999.0,-999.0
2014-04-30,259.93,-999.0,-999.0,-999.0
2014-05-31,191.74,-999.0,-999.0,-999.0
2014-06-30,268.38,-999.0,-999.0,-999.0
2014-07-31,170.8,-999.0,-999.0,-999.0
2014-08-31,197.13,-999.0,-999.0,-999.0
2014-09-30,24.06,-999.0,-999.0,-999.0
2014-10-31,125.38,-999.0,-999.0,-999.0
2014-11-30,113.37,-999.0,-999.0,-999.0
2014-12-31,384.06,-999.0,-999.0,-999.0
2015-01-31,271.85,-999.0,-999.0,-999.0
2015-02-28,303.0,-999.0,-999.0,-999.0
2015-03-31,179.49,-999.0,-999.0,-999.0
2015-04-30,232.79,-999.0,-999.0,-999.0
2015-05-31,221.64,-999.0,-999.0,-999.0
2015-06-30,453.96,-999.0,-999.0,-999.0
2015-07-31,95.55,-999.0,-999.0,-999.0
2015-08-31,76.31,-999.0,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0,-999.0
2015-10-31,36.93,-999.0,-999.0,-999.0
2015-11-30,105.58,-999.0,-999.0,-999.0
2015-12-31,137.27,-999.0,-999.0,-999.0
2016-01-31,101.02,-999.0,-999.0,-999.0
2016-02-29,131.64,-1.882,-9.905,5.151
2016-03-31,183.76,-5.216,-34.381,7.347
2016-04-30,93.05,-0.925,-0.275,7.125
2016-05-31,213.3,-7.15,-44.141,13.059
2016-06-30,136.14,-999.0,-999.0,-999.0
2016-07-31,246.11,-999.0,-999.0,-999.0
2016-08-31,71.43,-999.0,-999.0,-999.0
2016-09-30,171.66,-7.661,-52.736,8.552
2016-10-31,263.83,-7.717,-53.795,7.941
2016-11-30,328.32,-10.703,-74.08,11.544
2016-12-31,443.51,-999.0,-999.0,-999.0
2017-01-31,219.85,-999.0,-999.0,-999.0
2017-02-28,126.28,-6.83,-42.4,12.24
2017-03-31,352.69,-7.752,-58.322,3.694
2017-04-30,229.18,-6.455,-45.69,5.95
2017-05-31,532.11,-8.065,-51.262,13.258
2017-06-30,280.22,-999.0,-999.0,-999.0
2017-07-31,284.36,-4.202,-21.639,11.977
2017-08-31,454.41,-6.506,-45.349,6.699
2017-09-30,246.58,-4.957,-32.847,6.809
