date,precipitation,o18,h2,d_excess
2010-09-30,249.12,-999.0,-999.0,-999.0
2010-10-31,260.59,-999.0,-999.0,-999.0
2010-11-30,354.78,-999.0,-999.0,-999.0
2010-12-31,361.96,-999.0,-999.0,-999.0
2011-01-31,229.0,-999.0,-999.0,-999.0
2011-02-28,240.93,-999.0,-999.0,-999.0
2011-03-31,231.94,-999.0,-999.0,-999.0
2011-04-30,287.24,-999.0,-999.0,-999.0
2011-05-31,226.94,-999.0,-999.0,-999.0
2011-06-30,336.4,-999.0,-999.0,-999.0
2011-07-31,121.37,-999.0,-999.0,-999.0
2011-08-31,40.89,-999.0,-999.0,-999.0
2011-09-30,79.93,-999.0,-999.0,-999.0
2011-10-31,235.15,-999.0,-999.0,-999.0
2011-11-30,372.74,-999.0,-999.0,-999.0
2011-12-31,305.51,-999.0,-999.0,-999.0
2012-01-31,179.4,-999.0,-999.0,-999.0
2012-02-29,397.56,-999.0,-999.0,-999.0
2012-03-31,215.69,-999.0,-999.0,-999.0
2012-04-30,155.6,-999.0,-999.0,-999.0
2012-05-31,119.92,-999.0,-999.0,-999.0
2012-06-30,103.07,-999.0,-999.0,-999.0
2012-07-31,147.27,-999.0,-999.0,-999.0
2012-08-31,15.99,-999.0,-999.0,-999.0
2012-09-30,19.91,-999.0,-999.0,-999.0
2012-10-31,103.38,-999.0,-999.0,-999.0
2012-11-30,273.02,-999.0,-999.0,-999.0
2012-12-31,261.64,-999.0,-999.0,-999.0
2013-01-31,189.87,-999.0,-999.0,-999.0
2013-02-28,254.41,-999.0,-999.0,-999.0
2013-03-31,205.02,-999.0,-999.0,-999.0
2013-04-30,257.32,-999.0,-999.0,-999.0
2013-05-31,265.12,-999.0,-999.0,-999.0
2013-06-30,118.85,-999.0,-999.0,-999.0
2013-07-31,210.98,-999.0,-999.0,-999.0
2013-08-31,90.16,-999.0,-999.0,-999.0
2013-09-30,183.61,-999.0,-999.0,-999.0
2013-10-31,304.76,-999.0,-999.0,-999.0
2013-11-30,398.46,-999.0,-999.0,-999.0
2013-12-31,430.3,-999.0,-999.0,-999.0
2014-01-31,193.13,-999.0,-999.0,-999.0
2014-02-28,30.41,-999.0,-999.0,-999.0
2014-03-31,77.4,-999.0,-999.0,-999.0
2014-04-30,340.56,-999.0,-999.0,-999.0
2014-05-31,238.76,-999.0,-999.0,-999.0
2014-06-30,138.64,-999.0,-999.0,-999.0
2014-07-31,95.25,-999.0,-999.0,-999.0
2014-08-31,114.09,-999.0,-999.0,-999.0
2014-09-30,3.9,-999.0,-999.0,-999.0
2014-10-31,20.65,-999.0,-999.0,-999.0
2014-11-30,207.29,-999.0,-999.0,-999.0
2014-12-31,327.9,-999.0,-999.0,-999.0
2015-01-31,191.01,-999.0,-999.0,-999.0
2015-02-28,163.12,-999.0,-999.0,-999.0
2015-03-31,287.94,-999.0,-999.0,-999.0
2015-04-30,249.65,-999.0,-999.0,-999.0
2015-05-31,115.62,-999.0,-999.0,-999.0
2015-06-30,82.87,-999.0,-999.0,-999.0
2015-07-31,16.55,-999.0,-999.0,-999.0
2015-08-31,6.79,-999.0,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0,-999.0
2015-10-31,51.99,-999.0,-999.0,-999.0
2015-11-30,131.02,-999.0,-999.0,-999.0
2015-12-31,362.18,-999.0,-999.0,-999.0
2016-01-31,304.42,-999.0,-999.0,-999.0
2016-02-29,554.65,-999.0,-999.0,-999.0
2016-03-31,270.9,-999.0,-999.0,-999.0
2016-04-30,298.95,-999.0,-999.0,-999.0
2016-05-31,206.51,-999.0,-999.0,-999.0
2016-06-30,156.99,-999.0,-999.0,-999.0
2016-07-31,89.65,-999.0,-999.0,-999.0
2016-08-31,166.07,-999.0,-999.0,-999.0
2016-09-30,248.8,-999.0,-999.0,-999.0
2016-10-31,257.72,-999.0,-999.0,-999.0
2016-11-30,203.79,-999.0,-999.0,-999.0
2016-12-31,182.36,-999.0,-999.0,-999.0
2017-01-31,404.3,-999.0,-999.0,-999.0
2017-02-28,255.69,-999.0,-999.0,-999.0
2017-03-31,224.84,-999.0,-999.0,-999.0
2017-04-30,309.54,-999.0,-999.0,-999.0
2017-05-31,203.65,-999.0,-999.0,-999.0
2017-06-30,96.04,-999.0,-999.0,-999.0
2017-07-31,246.3,-3.727,-23.372,6.444
2017-08-31,174.32,-6.495,-44.758,7.202
2017-09-30,100.23,-7.624,-60.5,0.492
