date,precipitation,o18,h2,d_excess
2010-09-30,548.27,-999.0,-999.0,-999.0
2010-10-31,528.26,-999.0,-999.0,-999.0
2010-11-30,555.35,-999.0,-999.0,-999.0
2010-12-31,211.94,-999.0,-999.0,-999.0
2011-01-31,239.29,-999.0,-999.0,-999.0
2011-02-28,357.46,-999.0,-999.0,-999.0
2011-03-31,323.49,-999.0,-999.0,-999.0
2011-04-30,297.89,-999.0,-999.0,-999.0
2011-05-31,73.44,-999.0,-999.0,-999.0
2011-06-30,350.76,-999.0,-999.0,-999.0
2011-07-31,192.67,-999.0,-999.0,-999.0
2011-08-31,96.08,-999.0,-999.0,-999.0
2011-09-30,249.34,-999.0,-999.0,-999.0
2011-10-31,259.22,-999.0,-999.0,-999.0
2011-11-30,791.46,-999.0,-999.0,-999.0
2011-12-31,375.57,-999.0,-999.0,-999.0
2012-01-31,216.96,-999.0,-999.0,-999.0
2012-02-29,378.38,-999.0,-999.0,-999.0
2012-03-31,354.01,-999.0,-999.0,-999.0
2012-04-30,197.9,-999.0,-999.0,-999.0
2012-05-31,308.06,-999.0,-999.0,-999.0
2012-06-30,151.68,-999.0,-999.0,-999.0
2012-07-31,151.81,-999.0,-999.0,-999.0
2012-08-31,202.66,-999.0,-999.0,-999.0
2012-09-30,309.13,-999.0,-999.0,-999.0
2012-10-31,385.63,-999.0,-999.0,-999.0
2012-11-30,547.11,-999.0,-999.0,-999.0
2012-12-31,510.42,-999.0,-999.0,-999.0
2013-01-31,254.02,-999.0,-999.0,-999.0
2013-02-28,433.91,-999.0,-999.0,-999.0
2013-03-31,65.51,-999.0,-999.0,-999.0
2013-04-30,494.19,-999.0,-999.0,-999.0
2013-05-31,145.12,-999.0,-999.0,-999.0
2013-06-30,245.27,-999.0,-999.0,-999.0
2013-07-31,174.06,-999.0,-999.0,-999.0
2013-08-31,402.23,-999.0,-999.0,-999.0
2013-09-30,349.37,-999.0,-999.0,-999.0
2013-10-31,384.55,-999.0,-999.0,-999.0
2013-11-30,442.02,-999.0,-999.0,-999.0
2013-12-31,601.62,-999.0,-999.0,-999.0
2014-01-31,331.76,-999.0,-999.0,-999.0
2014-02-28,146.08,-999.0,-999.0,-999.0
2014-03-31,259.26,-999.0,-999.0,-999.0
2014-04-30,427.98,-999.0,-999.0,-999.0
2014-05-31,395.12,-999.0,-999.0,-999.0
2014-06-30,194.22,-999.0,-999.0,-999.0
2014-07-31,149.79,-999.0,-999.0,-999.0
2014-08-31,283.5,-999.0,-999.0,-999.0
2014-09-30,285.39,-999.0,-999.0,-999.0
2014-10-31,509.0,-999.0,-999.0,-999.0
2014-11-30,644.53,-999.0,-999.0,-999.0
2014-12-31,245.53,-999.0,-999.0,-999.0
2015-01-31,148.66,-999.0,-999.0,-999.0
2015-02-28,259.61,-999.0,-999.0,-999.0
2015-03-31,253.45,-999.0,-999.0,-999.0
2015-04-30,401.17,-999.0,-999.0,-999.0
2015-05-31,121.31,-999.0,-999.0,-999.0
2015-06-30,404.53,-999.0,-999.0,-999.0
2015-07-31,179.16,-999.0,-999.0,-999.0
2015-08-31,375.99,-999.0,-999.0,-999.0
2015-09-30,282.19,-999.0,-999.0,-999.0
2015-10-31,110.9,-999.0,-999.0,-999.0
2015-11-30,514.14,-999.0,-999.0,-999.0
2015-12-31,299.84,-999.0,-999.0,-999.0
2016-01-31,313.55,-999.0,-999.0,-999.0
2016-02-29,332.39,-999.0,-999.0,-999.0
2016-03-31,558.57,-999.0,-999.0,-999.0
2016-04-30,453.17,-999.0,-999.0,-999.0
2016-05-31,371.39,-999.0,-999.0,-999.0
2016-06-30,568.55,-999.0,-999.0,-999.0
2016-07-31,210.39,-999.0,-999.0,-999.0
2016-08-31,270.74,-999.0,-999.0,-999.0
2016-09-30,353.63,-999.0,-999.0,-999.0
2016-10-31,505.27,-4.212,-32.749,0.947
2016-11-30,704.45,-4.802,-43.071,-4.655
2016-12-31,448.46,-999.0,-999.0,-999.0
2017-01-31,484.2,-999.0,-999.0,-999.0
2017-02-28,261.31,-4.654,-35.41,1.822
2017-03-31,301.66,-4.648,-31.771,5.413
2017-04-30,352.46,-7.198,-58.345,-0.761
2017-05-31,357.13,-999.0,-999.0,-999.0
2017-06-30,162.81,-999.0,-999.0,-999.0
2017-07-31,216.6,-999.0,-999.0,-999.0
2017-08-31,346.51,-999.0,-999.0,-999.0
2017-09-30,336.64,-999.0,-999.0,-999.0
