date,precipitation,o18,h2,d_excess
2010-09-30,563.3,-999.0,-999.0,-999.0
2010-10-31,617.94,-999.0,-999.0,-999.0
2010-11-30,374.64,-999.0,-999.0,-999.0
2010-12-31,579.73,-999.0,-999.0,-999.0
2011-01-31,226.31,-999.0,-999.0,-999.0
2011-02-28,369.35,-999.0,-999.0,-999.0
2011-03-31,233.91,-999.0,-999.0,-999.0
2011-04-30,492.71,-999.0,-999.0,-999.0
2011-05-31,434.83,-999.0,-999.0,-999.0
2011-06-30,118.78,-999.0,-999.0,-999.0
2011-07-31,30.93,-999.0,-999.0,-999.0
2011-08-31,0.04,-999.0,-999.0,-999.0
2011-09-30,72.7,-999.0,-999.0,-999.0
2011-10-31,95.69,-999.0,-999.0,-999.0
2011-11-30,394.93,-999.0,-999.0,-999.0
2011-12-31,339.56,-999.0,-999.0,-999.0
2012-01-31,424.29,-999.0,-999.0,-999.0
2012-02-29,279.88,-999.0,-999.0,-999.0
2012-03-31,271.54,-999.0,-999.0,-999.0
2012-04-30,335.68,-999.0,-999.0,-999.0
2012-05-31,200.54,-999.0,-999.0,-999.0
2012-06-30,24.54,-999.0,-999.0,-999.0
2012-07-31,0.08,-999.0,-999.0,-999.0
2012-08-31,0.23,-999.0,-999.0,-999.0
2012-09-30,0.0,-999.0,-999.0,-999.0
2012-10-31,101.71,-999.0,-999.0,-999.0
2012-11-30,547.26,-999.0,-999.0,-999.0
2012-12-31,582.74,-999.0,-999.0,-999.0
2013-01-31,326.26,-999.0,-999.0,-999.0
2013-02-28,325.78,-999.0,-999.0,-999.0
2013-03-31,208.29,-999.0,-999.0,-999.0
2013-04-30,277.43,-999.0,-999.0,-999.0
2013-05-31,315.94,-999.0,-999.0,-999.0
2013-06-30,436.83,-999.0,-999.0,-999.0
2013-07-31,474.87,-999.0,-999.0,-999.0
2013-08-31,49.38,-999.0,-999.0,-999.0
2013-09-30,7.36,-999.0,-999.0,-999.0
2013-10-31,90.41,-999.0,-999.0,-999.0
2013-11-30,263.83,-999.0,-999.0,-999.0
2013-12-31,350.02,-999.0,-999.0,-999.0
2014-01-31,451.5,-999.0,-999.0,-999.0
2014-02-28,305.39,-999.0,-999.0,-999.0
2014-03-31,254.45,-999.0,-999.0,-999.0
2014-04-30,254.67,-999.0,-999.0,-999.0
2014-05-31,193.29,-999.0,-999.0,-999.0
2014-06-30,325.15,-999.0,-999.0,-999.0
2014-07-31,507.5,-999.0,-999.0,-999.0
2014-08-31,134.74,-999.0,-999.0,-999.0
2014-09-30,0.0,-999.0,-999.0,-999.0
2014-10-31,171.5,-999.0,-999.0,-999.0
2014-11-30,510.58,-999.0,-999.0,-999.0
2014-12-31,575.6,-999.0,-999.0,-999.0
2015-01-31,263.95,-999.0,-999.0,-999.0
2015-02-28,344.78,-999.0,-999.0,-999.0
2015-03-31,294.65,-999.0,-999.0,-999.0
2015-04-30,200.47,-999.0,-999.0,-999.0
2015-05-31,228.49,-999.0,-999.0,-999.0
2015-06-30,64.99,-999.0,-999.0,-999.0
2015-07-31,3.47,-999.0,-999.0,-999.0
2015-08-31,2.4,-999.0,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0,-999.0
2015-10-31,0.1,-999.0,-999.0,-999.0
2015-11-30,353.24,-999.0,-999.0,-999.0
2015-12-31,378.8,-999.0,-999.0,-999.0
2016-01-31,263.55,-999.0,-999.0,-999.0
2016-02-29,431.27,-3.913,-22.561,8.743
2016-03-31,142.46,-6.785,-43.615,10.665
2016-04-30,354.72,-7.807,-51.44,11.016
2016-05-31,302.27,-2.589,-17.902,2.81
2016-06-30,346.9,-999.0,-999.0,-999.0
2016-07-31,1019.62,-999.0,-999.0,-999.0
2016-08-31,312.77,-999.0,-999.0,-999.0
2016-09-30,594.25,-1.866,-9.031,5.897
2016-10-31,818.12,-4.71,-24.655,13.025
2016-11-30,461.03,-1.672,-4.446,8.93
2016-12-31,576.72,-999.0,-999.0,-999.0
2017-01-31,402.25,-999.0,-999.0,-999.0
2017-02-28,347.69,-999.0,-999.0,-999.0
2017-03-31,184.95,-3.697,-23.303,6.273
2017-04-30,399.68,-0.017,3.284,3.42
2017-05-31,123.76,-999.0,-999.0,-999.0
2017-06-30,251.62,-999.0,-999.0,-999.0
2017-07-31,19.29,-0.574,5.233,9.825
2017-08-31,1.17,-3.377,-13.868,13.148
2017-09-30,153.8,-3.899,-20.259,10.933
