date,precipitation,o18,h2,d_excess
2010-09-30,271.09,-999.0,-999.0,-999.0
2010-10-31,341.02,-999.0,-999.0,-999.0
2010-11-30,210.96,-999.0,-999.0,-999.0
2010-12-31,454.37,-999.0,-999.0,-999.0
2011-01-31,141.38,-999.0,-999.0,-999.0
2011-02-28,81.08,-999.0,-999.0,-999.0
2011-03-31,228.71,-999.0,-999.0,-999.0
2011-04-30,1.53,-999.0,-999.0,-999.0
2011-05-31,93.27,-999.0,-999.0,-999.0
2011-06-30,219.19,-999.0,-999.0,-999.0
2011-07-31,19.31,-999.0,-999.0,-999.0
2011-08-31,114.7,-999.0,-999.0,-999.0
2011-09-30,126.58,-999.0,-999.0,-999.0
2011-10-31,213.45,-999.0,-999.0,-999.0
2011-11-30,496.66,-999.0,-999.0,-999.0
2011-12-31,513.92,-999.0,-999.0,-999.0
2012-01-31,278.16,-999.0,-999.0,-999.0
2012-02-29,17.67,-999.0,-999.0,-999.0
2012-03-31,226.02,-999.0,-999.0,-999.0
2012-04-30,40.91,-999.0,-999.0,-999.0
2012-05-31,105.85,-999.0,-999.0,-999.0
2012-06-30,141.43,-999.0,-999.0,-999.0
2012-07-31,239.42,-999.0,-999.0,-999.0
2012-08-31,24.15,-999.0,-999.0,-999.0
2012-09-30,68.49,-999.0,-999.0,-999.0
2012-10-31,141.21,-7.198,-47.821,9.763
2012-11-30,162.09,-999.0,-999.0,-999.0
2012-12-31,259.35,-999.0,-999.0,-999.0
2013-01-31,171.48,-999.0,-999.0,-999.0
2013-02-28,391.09,-999.0,-999.0,-999.0
2013-03-31,1.53,-999.0,-999.0,-999.0
2013-04-30,118.35,-999.0,-999.0,-999.0
2013-05-31,134.62,-999.0,-999.0,-999.0
2013-06-30,26.38,-999.0,-999.0,-999.0
2013-07-31,232.39,-999.0,-999.0,-999.0
2013-08-31,135.82,-999.0,-999.0,-999.0
2013-09-30,434.48,-999.0,-999.0,-999.0
2013-10-31,120.84,-999.0,-999.0,-999.0
2013-11-30,82.39,-999.0,-999.0,-999.0
2013-12-31,810.53,-999.0,-999.0,-999.0
2014-01-31,149.18,-999.0,-999.0,-999.0
2014-02-28,0.69,-999.0,-999.0,-999.0
2014-03-31,13.03,-999.0,-999.0,-999.0
2014-04-30,12.8,-999.0,-999.0,-999.0
2014-05-31,112.3,-999.0,-999.0,-999.0
2014-06-30,22.98,-999.0,-999.0,-999.0
2014-07-31,46.77,-999.0,-999.0,-999.0
2014-08-31,157.14,-999.0,-999.0,-999.0
2014-09-30,83.9,-999.0,-999.0,-999.0
2014-10-31,127.2,-999.0,-999.0,-999.0
2014-11-30,242.39,-999.0,-999.0,-999.0
2014-12-31,280.33,-999.0,-999.0,-999.0
2015-01-31,137.6,-999.0,-999.0,-999.0
2015-02-28,66.47,-999.0,-999.0,-999.0
2015-03-31,1.3,-999.0,-999.0,-999.0
2015-04-30,55.99,-999.0,-999.0,-999.0
2015-05-31,115.4,-999.0,-999.0,-999.0
2015-06-30,153.79,-999.0,-999.0,-999.0
2015-07-31,96.87,-999.0,-999.0,-999.0
2015-08-31,154.67,-999.0,-999.0,-999.0
2015-09-30,39.79,-999.0,-999.0,-999.0
2015-10-31,128.52,-999.0,-999.0,-999.0
2015-11-30,266.87,-999.0,-999.0,-999.0
2015-12-31,95.76,-999.0,-999.0,-999.0
2016-01-31,2.82,-999.0,-999.0,-999.0
2016-02-29,97.91,-999.0,-999.0,-999.0
2016-03-31,6.77,-999.0,-999.0,-999.0
2016-04-30,3.44,-999.0,-999.0,-999.0
2016-05-31,80.58,-999.0,-999.0,-999.0
2016-06-30,280.1,-999.0,-999.0,-999.0
2016-07-31,142.0,-999.0,-999.0,-999.0
2016-08-31,50.13,-999.0,-999.0,-999.0
2016-09-30,190.01,-999.0,-999.0,-999.0
2016-10-31,351.05,-999.0,-999.0,-999.0
2016-11-30,267.21,-999.0,-999.0,-999.0
2016-12-31,392.88,-999.0,-999.0,-999.0
2017-01-31,107.9,-999.0,-999.0,-999.0
2017-02-28,9.61,-999.0,-999.0,-999.0
2017-03-31,128.05,-999.0,-999.0,-999.0
2017-04-30,31.21,-999.0,-999.0,-999.0
2017-05-31,112.33,-999.0,-999.0,-999.0
2017-06-30,138.48,-5.436,-33.858,9.63
2017-07-31,98.56,-6.317,-37.913,12.623
2017-08-31,213.45,-4.928,-31.454,7.97
2017-09-30,161.17,-999.0,-999.0,-999.0
