date,precipitation,o18,h2
2010-09-30,124.23,-999.0,-999.0
2010-10-31,234.29,-5.751,-35.436
2010-11-30,112.17,-6.739,-42.765
2010-12-31,265.33,-6.239,-43.172
2011-01-31,200.53,-5.109,-34.918
2011-02-28,209.76,-4.931,-37.432
2011-03-31,429.69,-7.108,-51.047
2011-04-30,420.44,-5.734,-39.512
2011-05-31,103.85,-7.225,-47.51
2011-06-30,9.36,0.479,1.9
2011-07-31,0.0,-999.0,-999.0
2011-08-31,0.0,-999.0,-999.0
2011-09-30,0.0,-999.0,-999.0
2011-10-31,13.53,-999.0,-999.0
2011-11-30,275.54,-2.944,-15.549
2011-12-31,396.29,-7.413,-55.318
2012-01-31,430.61,-6.27,-45.34
2012-02-29,411.79,-5.138,-37.259
2012-03-31,249.53,-999.0,-999.0
2012-04-30,62.91,-999.0,-999.0
2012-05-31,76.62,-7.627,-52.796
2012-06-30,32.7,-7.721,-53.959
2012-07-31,0.59,-999.0,-999.0
2012-08-31,0.0,-999.0,-999.0
2012-09-30,0.0,-999.0,-999.0
2012-10-31,1.94,-999.0,-999.0
2012-11-30,49.35,-999.0,-999.0
2012-12-31,233.59,-4.551,-36.044
2013-01-31,803.67,-5.375,-39.974
2013-02-28,279.75,-4.12,-25.302
2013-03-31,424.68,-3.596,-20.35
2013-04-30,225.62,-999.0,-999.0
2013-05-31,182.57,-999.0,-999.0
2013-06-30,253.85,-999.0,-999.0
2013-07-31,109.97,-999.0,-999.0
2013-08-31,0.05,-999.0,-999.0
2013-09-30,0.0,-999.0,-999.0
2013-10-31,3.37,-999.0,-999.0
2013-11-30,103.35,-999.0,-999.0
2013-12-31,357.05,-999.0,-999.0
2014-01-31,258.48,-999.0,-999.0
2014-02-28,301.74,-999.0,-999.0
2014-03-31,332.26,-999.0,-999.0
2014-04-30,225.56,-999.0,-999.0
2014-05-31,71.47,-999.0,-999.0
2014-06-30,143.28,-999.0,-999.0
2014-07-31,52.9,-999.0,-999.0
2014-08-31,0.0,-999.0,-999.0
2014-09-30,0.0,-999.0,-999.0
2014-10-31,0.0,-999.0,-999.0
2014-11-30,61.57,-999.0,-999.0
2014-12-31,375.14,-999.0,-999.0
2015-01-31,493.73,-999.0,-999.0
2015-02-28,375.49,-999.0,-999.0
2015-03-31,397.79,-999.0,-999.0
2015-04-30,244.2,-999.0,-999.0
2015-05-31,77.31,-999.0,-999.0
2015-06-30,0.22,-999.0,-999.0
2015-07-31,0.0,-999.0,-999.0
2015-08-31,6.16,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0
2015-10-31,0.0,-999.0,-999.0
2015-11-30,129.26,-999.0,-999.0
2015-12-31,151.7,-999.0,-999.0
2016-01-31,260.87,-999.0,-999.0
2016-02-29,507.98,-999.0,-999.0
2016-03-31,221.74,-999.0,-999.0
2016-04-30,243.21,-3.819,-26.026
2016-05-31,318.0,-999.0,-999.0
2016-06-30,109.29,-999.0,-999.0
2016-07-31,115.21,-999.0,-999.0
2016-08-31,45.36,-999.0,-999.0
2016-09-30,104.66,-0.682,-9.894
2016-10-31,297.16,-6.279,-41.301
2016-11-30,182.15,-999.0,-999.0
2016-12-31,351.6,-999.0,-999.0
2017-01-31,468.25,-1.124,-12.262
2017-02-28,259.55,-2.359,-11.269
2017-03-31,238.99,-3.109,-17.75
2017-04-30,235.31,-2.935,-12.715
2017-05-31,105.84,-999.0,-999.0
2017-06-30,67.29,-999.0,-999.0
2017-07-31,28.43,-999.0,-999.0
2017-08-31,0.0,1.19,11.276
2017-09-30,6.31,-1.84,-9.572
