date,precipitation,o18,h2
2010-09-30,279.83,-999.0,-999.0
2010-10-31,281.22,-999.0,-999.0
2010-11-30,438.27,-999.0,-999.0
2010-12-31,233.23,-999.0,-999.0
2011-01-31,181.98,-999.0,-999.0
2011-02-28,244.96,-999.0,-999.0
2011-03-31,201.83,-999.0,-999.0
2011-04-30,176.88,-999.0,-999.0
2011-05-31,253.24,-999.0,-999.0
2011-06-30,113.04,-999.0,-999.0
2011-07-31,187.81,-999.0,-999.0
2011-08-31,22.65,-999.0,-999.0
2011-09-30,77.77,-999.0,-999.0
2011-10-31,72.69,-999.0,-999.0
2011-11-30,158.81,-999.0,-999.0
2011-12-31,191.33,-999.0,-999.0
2012-01-31,196.59,-999.0,-999.0
2012-02-29,97.75,-999.0,-999.0
2012-03-31,515.71,-999.0,-999.0
2012-04-30,542.9,-999.0,-999.0
2012-05-31,237.3,-999.0,-999.0
2012-06-30,84.7,-999.0,-999.0
2012-07-31,136.5,-999.0,-999.0
2012-08-31,32.19,-999.0,-999.0
2012-09-30,28.49,-999.0,-999.0
2012-10-31,89.4,-999.0,-999.0
2012-11-30,509.87,-999.0,-999.0
2012-12-31,240.91,-999.0,-999.0
2013-01-31,176.7,-999.0,-999.0
2013-02-28,216.99,-999.0,-999.0
2013-03-31,255.6,-999.0,-999.0
2013-04-30,384.47,-999.0,-999.0
2013-05-31,271.21,-999.0,-999.0
2013-06-30,294.56,-999.0,-999.0
2013-07-31,684.37,-999.0,-999.0
2013-08-31,43.01,-999.0,-999.0
2013-09-30,54.52,-999.0,-999.0
2013-10-31,33.99,-999.0,-999.0
2013-11-30,180.08,-999.0,-999.0
2013-12-31,216.59,-999.0,-999.0
2014-01-31,85.07,-999.0,-999.0
2014-02-28,184.11,-999.0,-999.0
2014-03-31,262.75,-999.0,-999.0
2014-04-30,369.64,-999.0,-999.0
2014-05-31,333.59,-999.0,-999.0
2014-06-30,403.02,-999.0,-999.0
2014-07-31,121.53,-999.0,-999.0
2014-08-31,71.44,-999.0,-999.0
2014-09-30,12.23,-999.0,-999.0
2014-10-31,1.51,-999.0,-999.0
2014-11-30,33.02,-999.0,-999.0
2014-12-31,398.06,-999.0,-999.0
2015-01-31,173.5,-999.0,-999.0
2015-02-28,467.02,-999.0,-999.0
2015-03-31,462.09,-999.0,-999.0
2015-04-30,336.31,-999.0,-999.0
2015-05-31,205.51,-999.0,-999.0
2015-06-30,305.55,-999.0,-999.0
2015-07-31,25.13,-999.0,-999.0
2015-08-31,0.0,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0
2015-10-31,0.0,-999.0,-999.0
2015-11-30,44.07,-999.0,-999.0
2015-12-31,161.83,-999.0,-999.0
2016-01-31,90.62,-999.0,-999.0
2016-02-29,434.64,-999.0,-999.0
2016-03-31,586.8,-999.0,-999.0
2016-04-30,205.76,-999.0,-999.0
2016-05-31,157.03,-999.0,-999.0
2016-06-30,264.76,-999.0,-999.0
2016-07-31,89.47,-999.0,-999.0
2016-08-31,90.07,-999.0,-999.0
2016-09-30,96.02,-999.0,-999.0
2016-10-31,196.43,-999.0,-999.0
2016-11-30,464.58,-999.0,-999.0
2016-12-31,241.6,-999.0,-999.0
2017-01-31,195.23,-999.0,-999.0
2017-02-28,304.09,-999.0,-999.0
2017-03-31,341.66,-999.0,-999.0
2017-04-30,515.28,-999.0,-999.0
2017-05-31,976.01,-999.0,-999.0
2017-06-30,760.26,-999.0,-999.0
2017-07-31,396.57,-999.0,-999.0
2017-08-31,184.88,-4.672,-24.786
2017-09-30,145.59,-4.909,-33.559
