date,precipitation,o18,h2,d_excess
2010-09-30,127.14,-999.0,-999.0,-999.0
2010-10-31,148.84,-999.0,-999.0,-999.0
2010-11-30,270.59,-999.0,-999.0,-999.0
2010-12-31,260.01,-999.0,-999.0,-999.0
2011-01-31,144.78,-999.0,-999.0,-999.0
2011-02-28,35.12,-999.0,-999.0,-999.0
2011-03-31,225.02,-999.0,-999.0,-999.0
2011-04-30,44.68,-999.0,-999.0,-999.0
2011-05-31,105.97,-999.0,-999.0,-999.0
2011-06-30,55.67,-999.0,-999.0,-999.0
2011-07-31,78.0,-999.0,-999.0,-999.0
2011-08-31,141.36,-999.0,-999.0,-999.0
2011-09-30,104.79,-999.0,-999.0,-999.0
2011-10-31,230.2,-999.0,-999.0,-999.0
2011-11-30,249.43,-999.0,-999.0,-999.0
2011-12-31,212.6,-999.0,-999.0,-999.0
2012-01-31,171.59,-999.0,-999.0,-999.0
2012-02-29,67.04,-999.0,-999.0,-999.0
2012-03-31,113.94,-999.0,-999.0,-999.0
2012-04-30,60.19,-999.0,-999.0,-999.0
2012-05-31,70.02,-999.0,-999.0,-999.0
2012-06-30,24.13,-999.0,-999.0,-999.0
2012-07-31,86.6,-999.0,-999.0,-999.0
2012-08-31,96.6,-999.0,-999.0,-999.0
2012-09-30,79.21,-999.0,-999.0,-999.0
2012-10-31,159.03,-999.0,-999.0,-999.0
2012-11-30,241.93,-999.0,-999.0,-999.0
2012-12-31,234.62,-999.0,-999.0,-999.0
2013-01-31,109.47,-999.0,-999.0,-999.0
2013-02-28,123.0,-999.0,-999.0,-999.0
2013-03-31,63.8,-999.0,-999.0,-999.0
2013-04-30,122.82,-999.0,-999.0,-999.0
2013-05-31,134.86,-999.0,-999.0,-999.0
2013-06-30,121.04,-999.0,-999.0,-999.0
2013-07-31,79.38,-999.0,-999.0,-999.0
2013-08-31,131.88,-999.0,-999.0,-999.0
2013-09-30,89.18,-999.0,-999.0,-999.0
2013-10-31,138.99,-999.0,-999.0,-999.0
2013-11-30,125.88,-999.0,-999.0,-999.0
2013-12-31,338.56,-999.0,-999.0,-999.0
2014-01-31,52.91,-999.0,-999.0,-999.0
2014-02-28,22.5,-999.0,-999.0,-999.0
2014-03-31,114.46,-999.0,-999.0,-999.0
2014-04-30,62.52,-999.0,-999.0,-999.0
2014-05-31,122.17,-999.0,-999.0,-999.0
2014-06-30,46.74,-999.0,-999.0,-999.0
2014-07-31,65.62,-999.0,-999.0,-999.0
2014-08-31,200.34,-999.0,-999.0,-999.0
2014-09-30,116.58,-999.0,-999.0,-999.0
2014-10-31,193.22,-999.0,-999.0,-999.0
2014-11-30,263.1,-999.0,-999.0,-999.0
2014-12-31,550.93,-999.0,-999.0,-999.0
2015-01-31,124.52,-999.0,-999.0,-999.0
2015-02-28,82.92,-999.0,-999.0,-999.0
2015-03-31,33.46,-999.0,-999.0,-999.0
2015-04-30,111.29,-999.0,-999.0,-999.0
2015-05-31,48.69,-999.0,-999.0,-999.0
2015-06-30,85.81,-999.0,-999.0,-999.0
2015-07-31,69.88,-999.0,-999.0,-999.0
2015-08-31,123.85,-999.0,-999.0,-999.0
2015-09-30,174.58,-999.0,-999.0,-999.0
2015-10-31,119.99,-999.0,-999.0,-999.0
2015-11-30,296.86,-999.0,-999.0,-999.0
2015-12-31,138.82,-999.0,-999.0,-999.0
2016-01-31,161.85,-999.0,-999.0,-999.0
2016-02-29,111.58,-999.0,-999.0,-999.0
2016-03-31,13.72,-999.0,-999.0,-999.0
2016-04-30,45.46,-999.0,-999.0,-999.0
2016-05-31,110.98,-999.0,-999.0,-999.0
2016-06-30,101.29,-999.0,-999.0,-999.0
2016-07-31,112.94,-999.0,-999.0,-999.0
2016-08-31,109.53,-999.0,-999.0,-999.0
2016-09-30,58.8,-999.0,-999.0,-999.0
2016-10-31,103.7,-999.0,-999.0,-999.0
2016-11-30,226.36,-999.0,-999.0,-999.0
2016-12-31,200.5,-999.0,-999.0,-999.0
2017-01-31,237.68,-999.0,-999.0,-999.0
2017-02-28,122.33,-999.0,-999.0,-999.0
2017-03-31,99.15,-999.0,-999.0,-999.0
2017-04-30,88.32,-999.0,-999.0,-999.0
2017-05-31,153.07,-999.0,-999.0,-999.0
2017-06-30,87.59,-6.683,-41.888,11.576
2017-07-31,79.61,-9.539,-63.845,12.467
2017-08-31,138.65,-10.223,-68.292,13.492
2017-09-30,139.98,-999.0,-999.0,-999.0
