date,precipitation,o18,h2,d_excess
2010-09-30,165.2,-999.0,-999.0,-999.0
2010-10-31,228.78,-999.0,-999.0,-999.0
2010-11-30,101.02,-999.0,-999.0,-999.0
2010-12-31,300.79,-999.0,-999.0,-999.0
2011-01-31,257.05,-999.0,-999.0,-999.0
2011-02-28,171.04,-999.0,-999.0,-999.0
2011-03-31,227.62,-999.0,-999.0,-999.0
2011-04-30,221.8,-999.0,-999.0,-999.0
2011-05-31,79.14,-999.0,-999.0,-999.0
2011-06-30,1.39,-999.0,-999.0,-999.0
2011-07-31,84.6,-999.0,-999.0,-999.0
2011-08-31,0.0,-999.0,-999.0,-999.0
2011-09-30,0.0,-999.0,-999.0,-999.0
2011-10-31,78.62,-999.0,-999.0,-999.0
2011-11-30,169.35,-999.0,-999.0,-999.0
2011-12-31,261.42,-999.0,-999.0,-999.0
2012-01-31,394.82,-999.0,-999.0,-999.0
2012-02-29,150.24,-999.0,-999.0,-999.0
2012-03-31,250.98,-999.0,-999.0,-999.0
2012-04-30,29.69,-999.0,-999.0,-999.0
2012-05-31,140.58,-999.0,-999.0,-999.0
2012-06-30,10.22,-999.0,-999.0,-999.0
2012-07-31,46.4,-999.0,-999.0,-999.0
2012-08-31,2.89,-999.0,-999.0,-999.0
2012-09-30,4.82,-999.0,-999.0,-999.0
2012-10-31,8.36,-999.0,-999.0,-999.0
2012-11-30,104.84,-999.0,-999.0,-999.0
2012-12-31,197.18,-999.0,-999.0,-999.0
2013-01-31,500.27,-999.0,-999.0,-999.0
2013-02-28,164.29,-999.0,-999.0,-999.0
2013-03-31,127.49,-999.0,-999.0,-999.0
2013-04-30,193.46,-999.0,-999.0,-999.0
2013-05-31,127.15,-999.0,-999.0,-999.0
2013-06-30,155.09,-999.0,-999.0,-999.0
2013-07-31,96.9,-999.0,-999.0,-999.0
2013-08-31,0.0,-999.0,-999.0,-999.0
2013-09-30,0.03,-999.0,-999.0,-999.0
2013-10-31,5.21,-999.0,-999.0,-999.0
2013-11-30,225.6,-999.0,-999.0,-999.0
2013-12-31,295.76,-999.0,-999.0,-999.0
2014-01-31,304.26,-999.0,-999.0,-999.0
2014-02-28,185.04,-999.0,-999.0,-999.0
2014-03-31,52.29,-999.0,-999.0,-999.0
2014-04-30,115.46,-999.0,-999.0,-999.0
2014-05-31,23.74,-999.0,-999.0,-999.0
2014-06-30,7.18,-999.0,-999.0,-999.0
2014-07-31,59.39,-999.0,-999.0,-999.0
2014-08-31,29.88,-999.0,-999.0,-999.0
2014-09-30,0.0,-999.0,-999.0,-999.0
2014-10-31,0.03,-999.0,-999.0,-999.0
2014-11-30,150.7,-999.0,-999.0,-999.0
2014-12-31,318.53,-999.0,-999.0,-999.0
2015-01-31,197.26,-999.0,-999.0,-999.0
2015-02-28,204.09,-999.0,-999.0,-999.0
2015-03-31,222.6,-999.0,-999.0,-999.0
2015-04-30,113.94,-999.0,-999.0,-999.0
2015-05-31,58.72,-999.0,-999.0,-999.0
2015-06-30,23.94,-999.0,-999.0,-999.0
2015-07-31,0.0,-999.0,-999.0,-999.0
2015-08-31,6.42,-999.0,-999.0,-999.0
2015-09-30,0.0,-999.0,-999.0,-999.0
2015-10-31,0.0,-999.0,-999.0,-999.0
2015-11-30,32.17,-999.0,-999.0,-999.0
2015-12-31,179.26,-999.0,-999.0,-999.0
2016-01-31,142.27,-6.455,-49.472,2.168
2016-02-29,321.07,-5.442,-33.304,10.232
2016-03-31,72.16,-2.593,-4.985,15.759
2016-04-30,56.41,-4.671,-22.498,14.87
2016-05-31,114.63,-999.0,-999.0,-999.0
2016-06-30,247.74,-999.0,-999.0,-999.0
2016-07-31,87.73,-999.0,-999.0,-999.0
2016-08-31,187.41,-2.029,-2.558,13.674
2016-09-30,144.05,-2.603,-9.809,11.015
2016-10-31,115.9,-4.172,-22.101,11.275
2016-11-30,218.3,-999.0,-999.0,-999.0
2016-12-31,301.9,-999.0,-999.0,-999.0
2017-01-31,287.53,-999.0,-999.0,-999.0
2017-02-28,284.27,-4.852,-26.789,12.027
2017-03-31,172.04,-5.496,-34.489,9.479
2017-04-30,120.85,-1.651,-2.873,10.335
2017-05-31,172.79,-1.177,1.721,11.137
2017-06-30,145.87,-999.0,-999.0,-999.0
2017-07-31,55.29,-999.0,-999.0,-999.0
2017-08-31,17.2,-2.257,-5.051,13.005
2017-09-30,5.72,-4.025,-16.006,16.194
