date,precipitation,o18,h2
2010-09-30,505.69,-999,-999
2010-10-31,418.73,-999,-999
2010-11-30,498.03,-999,-999
2010-12-31,183.13,-999,-999
2011-01-31,240.22,-999,-999
2011-02-28,316.07,-999,-999
2011-03-31,310.64,-999,-999
2011-04-30,315.09,-999,-999
2011-05-31,101.3,-999,-999
2011-06-30,268.32,-999,-999
2011-07-31,171.49,-999,-999
2011-08-31,127.03,-999,-999
2011-09-30,278.01,-999,-999
2011-10-31,249.78,-999,-999
2011-11-30,651.29,-999,-999
2011-12-31,355.67,-999,-999
2012-01-31,171.36,-999,-999
2012-02-29,411.25,-999,-999
2012-03-31,308.33,-999,-999
2012-04-30,207.95,-999,-999
2012-05-31,281.23,-999,-999
2012-06-30,162.03,-999,-999
2012-07-31,189.0,-999,-999
2012-08-31,178.58,-999,-999
2012-09-30,374.44,-999,-999
2012-10-31,371.64,-999,-999
2012-11-30,539.79,-999,-999
2012-12-31,485.05,-999,-999
2013-01-31,166.37,-999,-999
2013-02-28,391.26,-999,-999
2013-03-31,113.1,-999,-999
2013-04-30,444.43,-999,-999
2013-05-31,155.82,-999,-999
2013-06-30,208.11,-999,-999
2013-07-31,183.1,-999,-999
2013-08-31,365.65,-999,-999
2013-09-30,315.85,-999,-999
2013-10-31,396.19,-999,-999
2013-11-30,455.62,-999,-999
2013-12-31,536.79,-999,-999
2014-01-31,256.37,-999,-999
2014-02-28,100.43,-999,-999
2014-03-31,231.28,-999,-999
2014-04-30,404.73,-999,-999
2014-05-31,367.84,-999,-999
2014-06-30,206.6,-999,-999
2014-07-31,155.16,-999,-999
2014-08-31,254.73,-999,-999
2014-09-30,281.5,-999,-999
2014-10-31,448.54,-999,-999
2014-11-30,576.81,-999,-999
2014-12-31,251.5,-999,-999
2015-01-31,163.83,-999,-999
2015-02-28,221.39,-999,-999
2015-03-31,269.8,-999,-999
2015-04-30,379.49,-999,-999
2015-05-31,143.72,-999,-999
2015-06-30,350.83,-999,-999
2015-07-31,142.18,-999,-999
2015-08-31,365.68,-999,-999
2015-09-30,269.73,-999,-999
2015-10-31,148.63,-999,-999
2015-11-30,510.07,-999,-999
2015-12-31,300.61,-999,-999
2016-01-31,276.95,-999,-999
2016-02-29,272.18,-999,-999
2016-03-31,462.3,-999,-999
2016-04-30,440.71,-999,-999
2016-05-31,372.68,-999,-999
2016-06-30,441.57,-999,-999
2016-07-31,228.1,-999,-999
2016-08-31,245.43,-999,-999
2016-09-30,323.2,-999,-999
2016-10-31,433.26,-999,-999
2016-11-30,661.47,-999,-999
2016-12-31,364.24,-999,-999
2017-01-31,447.61,-999,-999
2017-02-28,250.06,-999,-999
2017-03-31,295.58,-999,-999
2017-04-30,352.91,-999,-999
2017-05-31,428.99,-999,-999
2017-06-30,183.33,-999,-999
2017-07-31,188.21,-999,-999
2017-08-31,302.33,-999,-999
2017-09-30,438.83,-999,-999
