date,precipitation,o18,h2,d_excess
2010-09-30,351.96,-999.0,-999.0,-999.0
2010-10-31,403.68,-999.0,-999.0,-999.0
2010-11-30,231.5,-7.487,-44.981,14.915
2010-12-31,209.68,-6.013,-37.788,10.316
2011-01-31,234.22,-4.852,-32.209,6.607
2011-02-28,218.92,-5.059,-30.717,9.755
2011-03-31,175.8,-5.87,-36.526,10.434
2011-04-30,183.95,-4.733,-25.7,12.164
2011-05-31,202.41,-5.92,-32.82,14.54
2011-06-30,100.88,-7.404,-46.846,12.386
2011-07-31,94.61,-3.695,-15.608,13.952
2011-08-31,7.93,-3.177,-16.165,9.251
2011-09-30,53.88,-1.914,-3.306,12.006
2011-10-31,168.25,-3.106,-17.408,7.44
2011-11-30,220.36,-5.993,-36.217,11.727
2011-12-31,172.73,-8.026,-56.386,7.822
2012-01-31,279.0,-6.464,-42.199,9.513
2012-02-29,219.91,-7.263,-47.166,10.938
2012-03-31,258.73,-5.663,-39.271,6.033
2012-04-30,321.8,-5.069,-33.125,7.427
2012-05-31,119.79,-4.658,-27.045,10.219
2012-06-30,70.73,-5.812,-35.435,11.061
2012-07-31,27.22,-3.61,-17.053,11.827
2012-08-31,1.99,-1.523,-3.894,8.29
2012-09-30,71.98,-1.468,-2.726,9.018
2012-10-31,206.65,-2.739,-10.392,11.52
2012-11-30,323.24,-999.0,-999.0,-999.0
2012-12-31,305.49,-10.531,-77.085,7.163
2013-01-31,639.83,-6.793,-45.336,9.008
2013-02-28,235.89,-6.123,-37.82,11.164
2013-03-31,247.7,-999.0,-999.0,-999.0
2013-04-30,269.25,-999.0,-999.0,-999.0
2013-05-31,272.13,-999.0,-999.0,-999.0
2013-06-30,101.09,-999.0,-999.0,-999.0
2013-07-31,357.89,-999.0,-999.0,-999.0
2013-08-31,131.22,-999.0,-999.0,-999.0
2013-09-30,63.42,-999.0,-999.0,-999.0
2013-10-31,192.46,-999.0,-999.0,-999.0
2013-11-30,217.81,-999.0,-999.0,-999.0
2013-12-31,468.13,-999.0,-999.0,-999.0
2014-01-31,828.97,-999.0,-999.0,-999.0
2014-02-28,538.36,-4.058,-22.441,10.023
2014-03-31,272.04,-999.0,-999.0,-999.0
2014-04-30,285.29,-999.0,-999.0,-999.0
2014-05-31,187.14,-4.069,-24.34,8.212
2014-06-30,185.08,-3.182,-17.131,8.325
2014-07-31,333.02,-2.269,-7.915,10.237
2014-08-31,130.0,-999.0,-999.0,-999.0
2014-09-30,34.87,-999.0,-999.0,-999.0
2014-10-31,81.72,-999.0,-999.0,-999.0
2014-11-30,253.74,-999.0,-999.0,-999.0
2014-12-31,290.78,-999.0,-999.0,-999.0
2015-01-31,394.34,-999.0,-999.0,-999.0
2015-02-28,589.27,-999.0,-999.0,-999.0
2015-03-31,324.96,-999.0,-999.0,-999.0
2015-04-30,166.94,-999.0,-999.0,-999.0
2015-05-31,125.61,-999.0,-999.0,-999.0
2015-06-30,40.31,-999.0,-999.0,-999.0
2015-07-31,15.2,-999.0,-999.0,-999.0
2015-08-31,32.54,-999.0,-999.0,-999.0
2015-09-30,4.87,-999.0,-999.0,-999.0
2015-10-31,18.99,-999.0,-999.0,-999.0
2015-11-30,284.66,-999.0,-999.0,-999.0
2015-12-31,270.91,-999.0,-999.0,-999.0
2016-01-31,275.38,-999.0,-999.0,-999.0
2016-02-29,513.95,-999.0,-999.0,-999.0
2016-03-31,354.63,-999.0,-999.0,-999.0
2016-04-30,364.26,-7.179,-49.451,7.981
2016-05-31,198.51,-999.0,-999.0,-999.0
2016-06-30,202.35,-999.0,-999.0,-999.0
2016-07-31,275.98,-999.0,-999.0,-999.0
2016-08-31,184.2,-0.456,2.717,6.365
2016-09-30,385.45,-3.835,-16.439,14.241
2016-10-31,319.47,-7.604,-48.796,12.036
2016-11-30,346.02,-9.458,-64.732,10.932
2016-12-31,114.19,-999.0,-999.0,-999.0
2017-01-31,261.59,-10.411,-75.573,7.715
2017-02-28,481.19,-5.539,-36.958,7.354
2017-03-31,256.17,-4.995,-32.531,7.429
2017-04-30,296.24,-999.0,-999.0,-999.0
2017-05-31,268.71,-999.0,-999.0,-999.0
2017-06-30,235.82,-999.0,-999.0,-999.0
2017-07-31,185.7,-1.109,3.001,11.873
2017-08-31,44.86,-4.387,-25.827,9.269
2017-09-30,183.51,-7.532,-46.178,14.078
