date,precipitation,o18,h2,d_excess
2010-09-30,127.79,-999.0,-999.0,-999.0
2010-10-31,130.26,-999.0,-999.0,-999.0
2010-11-30,186.78,-999.0,-999.0,-999.0
2010-12-31,303.92,-8.43,-59.12,8.32
2011-01-31,241.92,-3.79,-26.564,3.756
2011-02-28,223.26,-3.033,-27.33,-3.066
2011-03-31,149.47,-8.538,-66.928,1.376
2011-04-30,255.51,-6.46,-48.3,3.38
2011-05-31,1226.56,-7.858,-53.111,9.753
2011-06-30,628.58,-3.392,-15.77,11.366
2011-07-31,686.06,-2.057,-11.105,5.351
2011-08-31,325.2,-2.333,-11.093,7.571
2011-09-30,299.34,-1.381,-6.923,4.125
2011-10-31,74.92,-3.844,-24.805,5.947
2011-11-30,50.44,-1.94,-3.4,12.12
2011-12-31,175.01,-3.877,-29.868,1.148
2012-01-31,97.25,-7.494,-54.836,5.116
2012-02-29,177.0,-4.802,-29.565,8.851
2012-03-31,314.16,-4.739,-23.456,14.456
2012-04-30,133.0,-999.0,-999.0,-999.0
2012-05-31,780.87,-8.115,-59.339,5.581
2012-06-30,779.59,-4.96,-32.265,7.415
2012-07-31,1233.45,-999.0,-999.0,-999.0
2012-08-31,461.57,-999.0,-999.0,-999.0
2012-09-30,211.93,-999.0,-999.0,-999.0
2012-10-31,108.3,-999.0,-999.0,-999.0
2012-11-30,25.34,-999.0,-999.0,-999.0
2012-12-31,145.83,-4.159,-23.688,9.584
2013-01-31,312.39,-2.255,-15.154,2.886
2013-02-28,163.62,-5.207,-36.019,5.637
2013-03-31,95.14,-6.824,-46.497,8.095
2013-04-30,208.51,-999.0,-999.0,-999.0
2013-05-31,405.73,-999.0,-999.0,-999.0
2013-06-30,339.53,-999.0,-999.0,-999.0
2013-07-31,1676.97,-999.0,-999.0,-999.0
2013-08-31,607.83,-999.0,-999.0,-999.0
2013-09-30,269.68,-999.0,-999.0,-999.0
2013-10-31,115.0,-999.0,-999.0,-999.0
2013-11-30,120.94,-999.0,-999.0,-999.0
2013-12-31,234.86,-999.0,-999.0,-999.0
2014-01-31,222.01,-999.0,-999.0,-999.0
2014-02-28,177.99,-999.0,-999.0,-999.0
2014-03-31,68.06,-999.0,-999.0,-999.0
2014-04-30,162.21,-999.0,-999.0,-999.0
2014-05-31,338.97,-999.0,-999.0,-999.0
2014-06-30,380.08,-999.0,-999.0,-999.0
2014-07-31,199.63,-999.0,-999.0,-999.0
2014-08-31,490.83,-999.0,-999.0,-999.0
2014-09-30,102.88,-999.0,-999.0,-999.0
2014-10-31,123.36,-999.0,-999.0,-999.0
2014-11-30,72.99,-999.0,-999.0,-999.0
2014-12-31,192.37,-999.0,-999.0,-999.0
2015-01-31,189.53,-999.0,-999.0,-999.0
2015-02-28,258.12,-999.0,-999.0,-999.0
2015-03-31,131.31,-999.0,-999.0,-999.0
2015-04-30,320.88,-999.0,-999.0,-999.0
2015-05-31,165.25,-999.0,-999.0,-999.0
2015-06-30,653.53,-999.0,-999.0,-999.0
2015-07-31,165.91,-999.0,-999.0,-999.0
2015-08-31,63.77,-999.0,-999.0,-999.0
2015-09-30,1.19,-999.0,-999.0,-999.0
2015-10-31,25.69,-999.0,-999.0,-999.0
2015-11-30,9.66,-999.0,-999.0,-999.0
2015-12-31,121.25,-999.0,-999.0,-999.0
2016-01-31,76.57,-999.0,-999.0,-999.0
2016-02-29,79.64,-999.0,-999.0,-999.0
2016-03-31,202.7,-999.0,-999.0,-999.0
2016-04-30,314.17,-999.0,-999.0,-999.0
2016-05-31,183.72,-999.0,-999.0,-999.0
2016-06-30,174.68,-999.0,-999.0,-999.0
2016-07-31,1016.71,-999.0,-999.0,-999.0
2016-08-31,145.12,-999.0,-999.0,-999.0
2016-09-30,338.56,-999.0,-999.0,-999.0
2016-10-31,170.51,-999.0,-999.0,-999.0
2016-11-30,43.56,-999.0,-999.0,-999.0
2016-12-31,154.8,-999.0,-999.0,-999.0
2017-01-31,250.05,-999.0,-999.0,-999.0
2017-02-28,127.41,-999.0,-999.0,-999.0
2017-03-31,158.5,-999.0,-999.0,-999.0
2017-04-30,167.25,-999.0,-999.0,-999.0
2017-05-31,589.28,-999.0,-999.0,-999.0
2017-06-30,1295.1,-999.0,-999.0,-999.0
2017-07-31,968.09,-999.0,-999.0,-999.0
2017-08-31,403.46,-999.0,-999.0,-999.0
2017-09-30,493.01,-999.0,-999.0,-999.0
