1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
266.03,424.02,359.44,532.83,228.42,301.79,563.13,459.43,254.77,461.07,435.43,918.2,233.59,530.07,457.45,320.3,451.99,392.33,457.9,372.69,163.34,229.93,292.01,430.82,221.53,81.78,305.49,262.02,194.78,310.48,457.9,238.56,304.2,282.25,315.4,259.35,211.89,430.82,328.33,253.48,918.2,279.09,269.97,197.18,510.42,189.63,180.86,210.85,346.48,157.0,199.8,582.74,234.62,157.0,58.48,261.64,275.8,240.91,378.42,78.68,145.83,457.9
600.66,549.64,792.37,190.94,165.79,138.34,147.79,172.88,142.07,306.54,449.17,478.0,803.67,147.94,353.02,205.28,303.57,427.43,514.2,758.38,142.54,619.7,375.31,739.73,215.33,697.36,639.83,573.75,536.31,472.1,514.2,218.06,440.3,618.95,420.89,171.48,145.79,739.73,454.13,395.33,478.0,385.04,174.22,500.27,254.02,540.83,142.58,223.47,436.94,241.49,245.92,326.26,109.47,241.49,590.81,189.87,118.54,176.7,805.78,37.46,312.39,514.2
174.14,283.89,251.69,429.59,186.08,359.06,376.55,456.21,186.23,316.8,357.48,321.49,279.75,377.46,479.77,407.28,514.14,549.97,552.44,258.14,54.84,230.39,274.88,524.57,115.34,274.28,235.89,272.7,201.4,392.64,552.44,200.75,358.47,195.32,285.47,391.09,168.47,524.57,200.6,180.38,321.49,322.15,192.49,164.29,433.91,205.48,157.45,149.24,325.12,215.06,405.67,325.78,123.0,215.06,263.23,254.41,350.59,216.99,324.6,73.59,163.62,552.44
205.28,256.39,310.29,92.09,68.73,292.96,243.55,117.86,349.39,496.73,212.83,194.98,424.68,277.16,371.62,362.32,268.71,82.65,125.99,488.78,77.66,132.12,249.05,365.42,145.78,506.03,247.7,323.96,171.96,87.36,125.99,125.0,102.63,227.97,149.77,1.53,172.77,365.42,163.18,99.15,194.98,188.37,353.01,127.49,65.51,178.95,84.96,91.11,89.11,124.33,85.87,208.29,63.8,124.33,406.86,205.02,245.69,255.6,277.18,57.32,95.14,125.99
191.45,248.87,302.85,511.65,165.15,212.6,383.44,444.95,146.61,274.25,241.77,244.9,225.62,337.95,285.55,336.72,413.91,355.19,470.63,259.22,207.87,95.46,121.41,37.34,203.53,341.81,269.25,327.45,158.22,275.26,470.63,176.36,236.92,208.55,124.62,118.35,231.52,37.34,195.23,133.5,244.9,119.62,148.31,193.46,494.19,151.09,194.33,233.55,260.81,371.03,228.28,277.43,122.82,371.03,205.17,257.32,208.76,384.47,268.44,80.85,208.51,470.63
194.68,204.68,342.93,174.08,110.75,157.78,470.74,165.34,211.03,97.78,269.72,175.87,182.57,481.94,364.26,290.75,281.27,687.18,594.08,137.56,203.07,148.15,148.01,69.29,327.35,252.49,272.13,181.33,209.74,166.68,594.08,153.2,167.73,223.34,226.19,134.62,303.59,69.29,162.77,159.27,175.87,152.14,204.58,127.15,145.12,212.63,280.23,432.29,160.14,702.22,268.46,315.94,134.86,702.22,161.5,265.12,138.36,271.21,160.68,102.86,405.73,594.08
94.54,172.91,107.44,265.67,166.28,42.38,125.05,221.92,101.17,142.79,203.32,55.48,253.85,155.35,113.75,169.33,122.12,114.89,150.32,194.85,110.18,208.64,128.46,119.07,221.0,271.23,101.09,257.85,74.8,323.32,150.32,169.86,261.89,98.69,305.75,26.38,103.71,119.07,130.6,166.84,55.48,139.01,90.65,155.09,245.27,72.54,116.43,266.66,246.92,173.68,197.8,436.83,121.04,173.68,214.69,118.85,66.26,294.56,248.31,96.89,339.53,150.32
251.62,230.73,272.64,183.63,194.03,121.84,315.79,201.49,232.53,133.1,401.81,236.29,109.97,271.43,203.09,161.84,237.3,331.15,357.27,316.4,212.69,74.9,14.31,3.27,291.58,187.51,357.89,84.76,271.57,97.94,357.27,186.29,119.29,258.43,193.62,232.39,273.25,3.27,187.57,71.29,236.29,9.52,223.64,96.9,174.06,271.51,249.56,1293.73,104.06,494.7,212.45,474.87,79.38,494.7,132.67,210.98,175.11,684.37,160.52,150.3,1676.97,357.27
31.98,50.81,79.21,396.31,233.4,266.13,228.65,323.05,63.49,112.92,153.57,38.93,0.05,190.16,141.81,187.65,129.43,170.92,218.49,4.19,314.74,0.0,0.0,0.0,9.25,193.42,131.22,1.7,59.56,68.8,218.49,243.04,47.44,48.63,12.47,135.82,156.69,0.0,84.89,59.38,38.93,0.0,65.34,0.0,402.23,88.55,150.58,513.64,56.99,442.21,288.39,49.38,131.88,442.21,131.43,90.16,218.87,43.01,12.86,64.65,607.83,218.49
23.44,52.32,70.08,338.55,213.73,196.61,227.11,293.16,216.24,164.31,347.35,32.07,0.0,233.07,82.46,274.45,117.2,128.27,180.48,6.22,118.36,0.31,0.0,0.0,6.14,150.16,63.42,0.0,32.76,43.78,180.48,217.66,1.12,23.67,0.23,434.48,57.33,0.0,98.68,172.45,32.07,0.0,301.72,0.03,349.37,23.96,40.5,287.44,0.69,248.36,200.14,7.36,89.18,248.36,105.51,183.61,170.55,54.52,1.31,38.44,269.68,180.48
88.05,149.69,191.02,422.07,417.22,458.62,251.71,415.4,238.9,191.74,254.19,307.35,3.37,245.71,67.48,269.21,97.7,150.15,170.79,61.93,101.25,10.12,17.05,54.92,41.53,148.55,192.46,5.38,56.71,82.85,170.79,439.98,39.88,106.95,12.41,120.84,289.36,54.92,90.18,94.28,307.35,23.4,253.15,5.21,384.55,76.97,172.32,111.69,53.47,136.14,163.61,90.41,138.99,136.14,143.09,304.76,489.73,33.99,58.27,28.45,115.0,170.79
180.23,160.3,227.94,460.24,208.56,461.88,301.51,445.31,147.88,346.39,528.54,269.75,103.35,285.62,329.74,516.96,359.68,266.67,229.88,161.98,95.72,182.66,121.79,125.66,344.62,243.84,217.81,123.07,158.34,198.35,229.88,218.95,183.04,201.27,129.27,82.39,113.81,125.66,214.21,156.41,269.75,146.83,154.64,225.6,442.02,162.22,108.58,122.43,180.3,263.53,307.06,263.83,125.88,263.53,206.44,398.46,533.34,180.08,167.42,78.27,120.94,229.88
397.78,431.33,487.08,583.18,469.41,522.65,511.62,538.08,206.55,568.26,306.9,416.52,357.05,455.57,511.78,292.94,398.73,271.04,268.56,487.48,96.35,472.46,405.03,254.94,395.37,351.66,468.13,418.31,413.47,280.65,268.56,447.87,258.76,430.25,326.7,810.53,256.49,254.94,307.79,348.64,416.52,438.68,216.87,295.76,601.62,403.02,177.71,265.27,262.46,253.19,278.38,350.02,338.56,253.19,297.83,430.3,502.95,216.59,567.59,84.57,234.86,268.56
728.11,576.71,956.71,322.61,50.59,262.89,113.76,256.57,89.29,191.41,308.92,192.35,258.48,100.37,299.02,281.32,229.23,524.4,584.56,682.7,145.61,443.01,471.87,429.06,166.06,267.41,828.97,270.55,523.36,896.79,584.56,70.66,680.59,733.02,467.66,149.18,136.17,429.06,287.14,203.47,192.35,466.48,97.87,304.26,331.76,495.48,129.81,157.42,711.22,138.4,196.45,451.5,52.91,138.4,227.6,193.13,244.09,85.07,722.77,43.3,222.01,584.56
583.28,254.04,502.86,180.39,40.17,3.43,112.15,85.03,17.41,19.72,190.67,395.06,301.74,120.25,307.94,164.15,231.47,213.15,181.3,267.84,48.17,247.85,156.12,471.83,196.9,146.32,538.36,291.02,409.7,309.45,181.3,36.54,258.16,559.16,233.27,0.69,24.77,471.83,127.96,122.71,395.06,156.44,17.21,185.04,146.08,385.62,21.48,128.71,278.24,140.77,104.27,305.39,22.5,140.77,124.76,30.41,19.51,184.11,244.56,28.71,177.99,181.3
191.47,380.32,291.74,248.04,27.86,227.92,250.5,196.21,143.32,155.35,226.5,389.89,332.26,235.39,401.83,339.12,327.59,127.92,191.91,478.41,96.34,61.08,150.47,106.98,154.34,100.36,272.04,300.89,185.3,208.57,191.91,35.01,179.42,188.65,224.3,13.03,140.69,106.98,288.97,42.59,389.89,186.38,154.67,52.29,259.26,141.35,99.05,84.96,178.97,199.25,222.07,254.45,114.46,199.25,89.67,77.4,163.74,262.75,266.65,49.95,68.06,191.91
144.19,364.26,329.38,478.48,106.91,405.6,238.54,410.14,292.56,261.81,388.11,157.26,225.56,226.28,227.16,198.85,395.22,94.3,289.67,430.11,160.97,42.23,165.46,94.6,349.17,424.21,285.29,238.25,108.54,112.28,289.67,95.24,101.8,229.63,124.31,12.8,115.56,94.6,164.08,83.72,157.26,150.64,319.95,115.46,427.98,116.62,156.46,200.0,102.74,79.4,259.93,254.67,62.52,79.4,345.18,340.56,423.25,369.64,318.46,70.25,162.21,289.67
98.83,245.13,186.84,426.87,198.53,237.59,292.41,365.56,122.18,218.83,314.0,85.14,71.47,308.41,294.16,331.91,295.28,275.86,439.36,134.02,216.46,13.9,4.49,17.57,281.39,99.81,187.14,120.66,102.81,191.03,439.36,196.81,97.07,130.36,164.46,112.3,186.7,17.57,186.05,84.33,85.14,15.9,131.35,23.74,395.12,118.63,153.86,256.44,95.37,532.2,191.74,193.29,122.17,532.2,75.39,238.76,238.21,333.59,159.46,54.77,338.97,439.36
119.43,165.27,157.77,204.71,54.64,140.81,254.01,166.27,108.35,196.38,165.17,76.09,143.28,251.99,307.57,220.74,229.96,256.38,306.43,127.37,108.82,0.55,0.23,2.52,286.41,327.63,185.08,43.77,94.73,132.18,306.43,64.29,75.66,143.13,77.48,22.98,145.21,2.52,109.72,78.01,76.09,0.0,113.78,7.18,194.22,91.27,114.35,503.27,83.85,356.47,268.38,325.15,46.74,356.47,231.34,138.64,147.09,403.02,190.44,156.86,380.08,306.43
143.95,168.7,245.99,169.38,82.26,184.87,103.18,164.27,208.47,75.63,120.87,69.44,52.9,103.15,111.85,80.69,68.82,82.99,87.09,34.67,118.89,11.11,19.51,11.48,16.13,96.13,333.02,22.95,178.07,186.27,87.09,86.03,93.98,189.07,64.01,46.77,26.83,11.48,92.75,39.3,69.44,148.9,183.1,59.39,149.79,216.39,30.02,185.67,103.3,113.88,170.8,507.5,65.62,113.88,95.84,95.25,181.45,121.53,33.45,76.24,199.63,87.09
24.15,161.43,142.77,275.97,278.59,156.27,332.57,281.46,165.83,60.54,305.81,64.4,0.0,283.58,71.33,113.85,76.81,113.44,171.36,11.9,180.6,1.95,0.13,0.06,22.72,186.59,130.0,0.06,20.19,105.15,171.36,272.67,13.52,60.22,13.28,157.14,68.09,0.06,36.28,149.79,64.4,0.1,210.89,29.88,283.5,16.04,65.17,373.71,24.33,358.53,197.13,134.74,200.34,358.53,138.29,114.09,149.21,71.44,5.96,95.58,490.83,171.36
9.49,15.3,21.97,289.86,238.6,162.17,123.13,260.7,86.5,19.39,67.38,0.79,0.0,112.89,12.32,25.83,96.77,74.39,95.38,0.0,53.4,0.0,0.0,0.0,3.15,285.5,34.87,0.0,11.31,0.0,95.38,248.83,0.0,19.5,0.05,83.9,7.86,0.0,51.6,175.14,0.79,0.0,84.74,0.0,285.39,19.95,9.86,194.66,0.0,106.68,24.06,0.0,116.58,106.68,248.87,3.9,158.6,12.23,0.0,0.89,102.88,95.38
10.79,67.44,64.55,565.49,278.02,347.78,379.44,444.45,145.9,19.56,127.38,59.86,0.0,402.2,7.0,122.18,115.03,68.68,157.39,3.13,51.67,0.47,0.0,0.0,0.92,131.96,81.72,0.02,15.17,38.43,157.39,302.78,9.93,26.21,6.32,127.2,61.94,0.0,78.76,405.9,59.86,0.0,154.45,0.03,509.0,18.41,80.74,78.46,13.4,89.87,125.38,171.5,193.22,89.87,115.95,20.65,334.68,1.51,8.28,6.81,123.36,157.39
142.47,393.5,380.75,650.74,160.57,447.2,296.14,574.46,211.61,371.92,561.97,218.24,61.57,297.84,193.78,443.98,299.83,235.93,454.35,147.56,190.43,176.87,140.99,163.1,158.46,301.24,253.74,72.93,156.99,185.99,454.35,169.7,195.67,155.68,118.77,242.39,325.08,163.1,142.22,396.21,218.24,230.3,237.7,150.7,644.53,171.11,246.09,25.25,221.52,221.21,113.37,510.58,263.1,221.21,283.11,207.29,414.85,33.02,111.8,33.93,72.99,454.35
228.79,417.56,388.56,250.69,347.08,273.38,299.84,256.39,261.09,454.88,276.31,314.16,375.14,292.09,370.91,509.02,453.06,265.64,314.52,486.8,129.13,443.73,299.71,389.06,446.79,338.13,290.78,387.02,226.37,303.44,314.52,348.87,313.76,241.29,297.23,280.33,264.06,389.06,275.78,567.26,314.16,340.2,253.99,318.53,245.53,230.61,268.92,205.8,320.12,260.47,384.06,575.6,550.93,260.47,304.74,327.9,277.31,398.06,460.07,44.78,192.37,314.52
445.01,312.16,406.54,162.67,56.03,114.11,344.9,152.84,120.84,264.48,402.02,263.17,493.73,286.45,462.75,362.9,364.79,289.11,319.57,657.66,97.83,263.18,200.61,640.19,231.45,293.16,394.34,394.47,367.53,234.95,319.57,64.52,223.57,416.7,346.65,137.6,122.5,640.19,368.75,192.33,263.17,186.86,103.32,197.26,148.66,350.49,119.83,140.08,226.38,159.16,271.85,263.95,124.52,159.16,277.37,191.01,137.61,173.5,737.66,100.07,189.53,319.57
596.39,393.27,464.64,287.01,33.17,21.53,288.12,212.29,102.44,175.0,295.51,305.15,375.49,269.94,499.57,219.23,480.68,339.49,343.29,341.59,114.27,175.83,137.57,266.53,321.77,220.62,589.27,428.03,425.15,244.98,343.29,26.27,273.49,617.17,391.76,66.47,85.54,266.53,201.08,43.69,305.15,146.48,119.84,204.09,259.61,372.64,74.13,181.01,279.89,298.51,303.0,344.78,82.92,298.51,203.45,163.12,24.74,467.02,401.52,75.24,258.12,343.29
